,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
6601,Яковлев Даниил Георгиевич,03-03-1989,Борисова Вероника Савельевна,23-12-1982,17-06-2020,5268
6602,Герасимов Давид Петрович,02-06-1985,Тихомирова Ксения Львовна,30-12-1994,06-05-2021,4636
6603,Левин Артемий Степанович,25-06-1984,Васильева Полина Михайловна,21-07-1987,01-09-2019,5061
6604,Сергеев Марк Алиевич,10-09-1996,Князева Валерия Ивановна,12-03-1992,28-05-2019,6960
6605,Королев Владимир Даниилович,23-01-1985,Тихомирова Ксения Львовна,07-03-1982,04-07-2021,557
6606,Овчинников Владимир Алексеевич,04-03-1987,Кудряшова Полина Алиевна,01-08-1994,20-05-2021,2861
6607,Мельников Арсений Данилович,03-10-1989,Смирнова Варвара Борисовна,02-09-1991,28-10-2018,9865
6608,Хромов Кирилл Александрович,12-11-1997,Савельева София Мироновна,03-01-1986,12-05-2021,8953
6609,Корчагин Даниил Борисович,09-10-1982,Николаева Алиса Григорьевна,26-11-1988,25-04-2019,65
6610,Власов Андрей Семёнович,07-03-1986,Крылова Елизавета Владиславовна,13-03-1987,17-09-2023,3221
6611,Романов Вячеслав Савельевич,20-05-1984,Морозова Ева Данииловна,07-05-1997,06-11-2021,1857
6612,Горшков Егор Артёмович,13-04-1988,Петровская Ева Егоровна,21-08-1998,11-02-2021,2959
6613,Суворов Матвей Богданович,06-01-1994,Борисова София Фёдоровна,26-01-1999,07-07-2018,2403
6614,Пантелеев Максим Алексеевич,31-07-1990,Григорьева Алиса Марковна,14-04-1990,08-02-2023,4945
6615,Данилов Владимир Егорович,24-01-1990,Иванова Анна Григорьевна,25-10-1984,27-04-2019,439
6616,Хромов Кирилл Александрович,10-08-1986,Лаврентьева Таисия Артёмовна,05-10-1981,09-01-2023,826
6617,Горшков Егор Артёмович,25-08-1990,Петровская Амира Тимофеевна,09-06-1999,01-03-2021,5608
6618,Егоров Максим Даниилович,30-11-1996,Хромова Варвара Леоновна,27-04-1981,21-11-2022,9941
6619,Воронин Савелий Иванович,17-10-1993,Самойлова Дарина Кирилловна,02-07-1981,12-09-2019,6572
6620,Молчанов Иван Максимович,07-09-1981,Баранова Дарья Владимировна,24-12-1986,10-10-2023,275
6621,Михайлов Артём Андреевич,31-07-1998,Семенова Анна Кирилловна,01-04-1983,17-01-2019,6795
6622,Симонов Савва Дмитриевич,27-09-1994,Лаврентьева Таисия Артёмовна,12-12-1989,06-01-2019,8708
6623,Смирнов Степан Константинович,20-02-1990,Нечаева Алёна Александровна,20-08-1999,08-02-2021,5549
6624,Фетисов Кирилл Артемьевич,30-11-1994,Ильина Вероника Олеговна,07-10-1980,11-10-2019,3982
6625,Казанцев Марк Назарович,19-09-1997,Лукина Арина Кирилловна,23-04-1991,04-10-2022,6970
6626,Смирнов Лев Михайлович,13-03-1998,Куликова Дарья Георгиевна,19-10-1987,02-01-2021,6301
6627,Горшков Егор Артёмович,15-01-1996,Лобанова Полина Андреевна,27-07-1990,05-06-2022,9431
6628,Макаров Давид Артурович,04-11-1985,Смирнова Дарья Леонидовна,22-05-1986,10-10-2023,9858
6629,Константинов Артемий Викторович,09-06-1988,Борисова София Фёдоровна,16-09-1991,15-08-2020,6520
6630,Медведев Александр Платонович,12-01-1990,Крылова Елизавета Владиславовна,21-06-1981,24-11-2020,9684
6631,Ефремов Дмитрий Всеволодович,29-04-1988,Смирнова Стефания Всеволодовна,10-11-1994,26-09-2019,1390
6632,Сергеев Марк Алиевич,11-05-1987,Смирнова Екатерина Михайловна,15-10-1983,03-10-2021,5801
6633,Иванов Владимир Владиславович,27-07-1995,Тихомирова Ксения Львовна,19-06-1998,16-12-2023,6345
6634,Дегтярев Илья Тимофеевич,19-04-1993,Кочеткова Полина Робертовна,02-08-1994,25-12-2023,7790
6635,Филатов Лука Андреевич,19-11-1999,Иванова Дарья Сергеевна,02-10-1992,19-10-2022,6778
6636,Аникин Фёдор Степанович,19-02-1984,Смирнова Варвара Борисовна,08-01-1983,16-04-2022,7737
6637,Савельев Роман Михайлович,18-11-1983,Кудряшова Полина Алиевна,18-03-1988,06-01-2023,6165
6638,Сергеев Марк Алиевич,27-02-1981,Петухова Алиса Алексеевна,29-06-1987,28-05-2023,2584
6639,Васильев Давид Тимофеевич,04-10-1993,Борисова Вероника Савельевна,09-07-1988,17-12-2021,5338
6640,Гусев Станислав Викторович,24-10-1995,Смирнова Стефания Всеволодовна,15-04-1983,11-09-2021,901
6641,Иванов Владимир Владиславович,16-07-1996,Степанова Екатерина Владимировна,22-01-1998,31-10-2021,6630
6642,Гусев Богдан Александрович,12-08-1990,Дементьева Екатерина Никитична,17-06-1983,16-12-2018,8239
6643,Крючков Алексей Васильевич,18-09-1991,Хромова Варвара Леоновна,23-09-1997,25-08-2023,4101
6644,Горбачев Александр Тихонович,09-03-1987,Назарова Ульяна Арсеновна,28-04-1983,20-11-2018,4961
6645,Иванов Даниил Сергеевич,07-03-1984,Розанова Виктория Кирилловна,21-01-1984,08-05-2019,2136
6646,Суворов Матвей Богданович,01-06-1995,Иванова Дарья Сергеевна,21-05-1999,26-08-2021,1970
6647,Смирнов Дмитрий Григорьевич,03-03-1988,Седова София Игоревна,08-09-1981,12-05-2023,9379
6648,Корнилов Олег Вадимович,19-10-1982,Михайлова София Алексеевна,08-07-1991,30-11-2018,6016
6649,Миронов Фёдор Григорьевич,02-08-1994,Смирнова Ясмина Ивановна,04-01-1991,16-09-2019,5452
6650,Корнилов Олег Вадимович,24-08-1993,Борисова Вероника Савельевна,04-08-1984,08-08-2018,5365
6651,Степанов Андрей Григорьевич,16-02-1995,Дементьева Екатерина Лукинична,05-07-1999,16-10-2019,4970
6652,Васильев Егор Тимофеевич,05-08-1992,Маркова Мария Леоновна,15-05-1990,24-09-2021,6715
6653,Винокуров Степан Николаевич,07-06-1985,Борисова Вероника Савельевна,16-12-1984,02-09-2020,4897
6654,Иванов Иван Макарович,02-04-1982,Ильина Вероника Олеговна,17-04-1999,30-11-2020,2640
6655,Казаков Марк Михайлович,19-08-1981,Бабушкина Амина Давидовна,12-06-1993,31-08-2020,5481
6656,Сергеев Марк Алиевич,23-02-1983,Кононова Алина Георгиевна,11-07-1996,11-01-2022,7482
6657,Новиков Виктор Маркович,29-04-1995,Седова София Игоревна,16-03-1989,30-11-2018,4199
6658,Левин Артемий Степанович,14-04-1996,Морозова Дарина Артёмовна,16-04-1990,03-10-2018,7809
6659,Булгаков Иван Владимирович,30-03-1980,Колосова Виктория Дмитриевна,03-04-1987,07-09-2020,9782
6660,Горбачев Александр Тихонович,15-04-1980,Петухова Алиса Алексеевна,16-05-1990,12-11-2019,3392
6661,Поликарпов Даниил Петрович,28-10-1995,Розанова Виктория Кирилловна,31-12-1986,08-04-2022,867
6662,Кононов Виктор Максимович,05-04-1996,Морозова Дарина Артёмовна,20-04-1991,28-07-2020,5483
6663,Макаров Давид Артурович,21-06-1983,Зайцева Виктория Никитична,15-03-1987,24-04-2022,9178
6664,Иванов Иван Макарович,12-07-1990,Морозова Дарина Артёмовна,12-06-1990,07-06-2018,328
6665,Казаков Марк Михайлович,01-01-1999,Панина Таисия Денисовна,11-11-1986,13-09-2019,4346
6666,Иванов Михаил Сергеевич,25-03-1992,Лебедева Мария Егоровна,16-11-1990,01-11-2021,5641
6667,Медведев Александр Платонович,03-07-1995,Князева Валерия Ивановна,06-01-1981,24-12-2020,1386
